user,peak_risk,mean_risk,last_risk,total_days,days_flagged,days_high,peak_day,is_insider,primary_dim,intervention_level,max_projected_risk
JCH2963,2.8898,1.0131,1.0436,356,0,0,108.0,0,AUTONOMOUS,1.0,4.4012
JCH3456,1.6992,0.973,0.9582,356,0,0,17.0,0,AUTONOMOUS,1.0,2.2633
JCJ2572,2.9024,1.2318,1.6754,301,0,0,251.0,0,CAREFULL,1.0,3.7613
JCL0446,5.7567,3.4327,3.0812,366,1,0,348.0,0,SOCIAL,1.0,7.3083
JCM1388,2.6439,1.3079,1.2948,356,0,0,45.0,0,AUTONOMOUS,1.0,3.5192
JCM1803,2.3039,0.8647,1.0652,356,0,0,255.0,0,COMPLIANT,1.0,3.7409
JCP0028,3.6555,1.242,1.0155,356,0,0,287.0,0,SOCIAL,1.0,4.0525
JCP1462,5.6508,2.9812,2.9381,406,2,0,456.0,0,RISK_TAKER,1.0,7.9665
JCP3883,2.8866,1.3256,1.2841,361,0,0,257.0,0,AUTONOMOUS,1.0,4.3615
JCR1148,3.1546,1.4416,0.9225,360,0,0,182.0,0,COMPLIANT,1.0,4.509
JCR1536,1.05,0.8967,0.8556,356,0,0,418.0,0,COMPLIANT,1.0,1.5262
JCR3919,1.8852,1.0188,0.9634,356,0,0,18.0,0,CAREFULL,1.0,2.2373
JCS0380,2.3286,1.171,0.9056,356,0,0,154.0,0,AUTONOMOUS,1.0,3.1457
JCS2391,4.1502,1.8356,2.363,356,0,0,157.0,0,CAREFULL,1.0,5.1146
JCW1332,2.4749,0.9279,1.5445,356,0,0,508.0,0,SOCIAL,1.0,3.2194
JDB0738,2.2773,1.0676,1.4687,356,0,0,480.0,0,AUTONOMOUS,1.0,3.1622
JDB0956,2.7207,1.1111,1.061,356,0,0,509.0,0,COMPLIANT,1.0,3.9211
JDB1620,2.1682,1.143,0.8372,356,0,0,172.0,0,RISK_TAKER,1.0,3.3424
JDB3127,2.1152,1.0289,1.004,356,0,0,320.0,0,SOCIAL,1.0,2.3292
JDC2176,3.364,1.9394,1.7354,357,0,0,263.0,0,SOCIAL,1.0,4.7424
JDC3713,3.0542,1.2174,1.3258,356,0,0,175.0,0,COMPLIANT,1.0,4.6496
JDH0295,1.7871,0.8319,0.8301,356,0,0,124.0,0,RISK_TAKER,1.0,2.1478
JDH1027,2.7721,1.1863,0.8982,356,0,0,88.0,0,COMPLIANT,1.0,3.486
JDH1550,1.9057,1.1122,1.0551,356,0,0,70.0,0,SOCIAL,1.0,2.3893
JDH3762,1.4245,0.7741,0.7742,356,0,0,311.0,0,RISK_TAKER,1.0,1.8741
JDM0165,2.2069,1.0007,0.9639,356,0,0,396.0,0,RISK_TAKER,1.0,2.4211
JDM1042,6.9029,3.8746,2.3499,502,55,0,344.0,0,RISK_TAKER,1.0,9.9452
JDR0436,2.0495,0.8552,0.8601,356,0,0,6.0,0,COMPLIANT,1.0,4.3417
JDS0516,2.4119,0.939,1.0376,222,0,0,112.0,0,CAREFULL,1.0,3.1165
JDV1245,4.0266,1.4539,1.4637,356,0,0,182.0,0,RISK_TAKER,1.0,5.3015
JEH2787,3.6612,1.6177,1.0975,356,0,0,300.0,0,SOCIAL,1.0,4.3565
JEH2847,0.9836,0.8618,0.8887,356,0,0,3.0,0,AUTONOMOUS,1.0,1.1101
JEL2887,3.3,1.3663,1.6391,356,0,0,406.0,0,CAREFULL,1.0,4.7118
JEM0546,5.8652,3.4344,2.2118,445,9,0,204.0,0,COMPLIANT,1.0,8.9862
JEP1571,3.5029,2.3045,1.9602,108,0,0,110.0,0,AUTONOMOUS,1.0,4.8168
JET2299,4.779,2.0269,1.5368,468,0,0,302.0,0,AUTONOMOUS,1.0,6.3524
JEV3132,4.0932,1.5808,1.4065,420,0,0,127.0,0,AUTONOMOUS,1.0,6.5891
JEW2035,1.7073,0.9512,0.8842,356,0,0,500.0,0,CAREFULL,1.0,2.019
JEW2141,3.7085,1.1908,1.0422,424,0,0,114.0,0,AUTONOMOUS,1.0,6.0799
JFB0961,3.6658,1.6719,0.9882,356,0,0,339.0,0,CAREFULL,1.0,5.2562
JFB2168,1.9378,1.0059,0.9872,356,0,0,68.0,0,CAREFULL,1.0,2.5482
JFG1049,4.2217,2.6501,2.2561,356,0,0,433.0,0,SOCIAL,1.0,5.2754
JFL2674,3.1998,1.1621,0.7626,356,0,0,89.0,0,AUTONOMOUS,1.0,3.8904
JFO2840,2.4396,1.3553,1.0963,364,0,0,63.0,0,RISK_TAKER,1.0,3.487
JFR3527,2.8063,0.9856,0.7475,356,0,0,473.0,0,SOCIAL,1.0,3.2828
JGH0493,2.4987,0.9596,0.8275,356,0,0,511.0,0,AUTONOMOUS,1.0,2.9774
JGH0728,1.7637,1.1524,1.164,356,0,0,276.0,0,AUTONOMOUS,1.0,2.0549
JGM3588,2.7169,1.3268,1.1296,356,0,0,215.0,0,COMPLIANT,1.0,3.7075
JGN1767,4.9134,2.5865,2.833,356,0,0,293.0,0,RISK_TAKER,1.0,7.372
JGR2327,2.74,1.2526,0.9776,356,0,0,278.0,0,SOCIAL,1.0,3.0805
JGR3488,2.0071,0.8992,0.7538,356,0,0,488.0,0,RISK_TAKER,1.0,2.5456
JGR3914,2.9111,1.5138,1.5904,356,0,0,315.0,0,AUTONOMOUS,1.0,3.5957
JGW1274,1.9115,0.7981,0.7616,244,0,0,178.0,0,AUTONOMOUS,1.0,2.7192
JHB0807,2.807,1.0897,1.0324,30,0,0,17.0,0,COMPLIANT,1.0,4.168
JHC1809,2.3924,1.0768,0.8301,356,0,0,458.0,0,COMPLIANT,1.0,3.0041
JHC3520,2.3916,1.3032,1.1393,356,0,0,166.0,0,AUTONOMOUS,1.0,3.5601
JHD2499,2.9097,1.2394,0.8633,356,0,0,377.0,0,AUTONOMOUS,1.0,4.8585
JHE3080,3.3722,1.6338,1.5331,356,0,0,256.0,0,CAREFULL,1.0,4.4269
JHF0480,2.4588,1.1738,0.9248,360,0,0,421.0,0,AUTONOMOUS,1.0,3.5496
JHF1278,2.7536,1.2646,1.1387,356,0,0,17.0,0,COMPLIANT,1.0,3.718
JHF1356,2.9466,1.0437,0.8098,356,0,0,102.0,0,AUTONOMOUS,1.0,3.1871
JHH2770,2.2303,1.0228,1.5592,356,0,0,300.0,0,CAREFULL,1.0,2.6699
JHH3462,1.7337,0.9413,0.7694,356,0,0,377.0,0,RISK_TAKER,1.0,2.3271
JHK1849,3.996,1.4943,1.216,419,0,0,149.0,0,RISK_TAKER,1.0,6.215
JHK3122,5.4391,3.226,3.1065,362,0,0,459.0,0,COMPLIANT,1.0,11.6243
JHM0583,2.9459,1.2374,0.8742,356,0,0,137.0,0,COMPLIANT,1.0,3.8119
JHP1799,2.3957,1.1226,1.1892,356,0,0,455.0,0,COMPLIANT,1.0,2.6667
JIB1218,1.4783,1.0062,0.9291,356,0,0,374.0,0,CAREFULL,1.0,1.6452
JIB2606,2.6836,1.0147,1.0425,356,0,0,223.0,0,RISK_TAKER,1.0,2.8501
JIG1936,2.2515,0.9071,0.6996,356,0,0,355.0,0,RISK_TAKER,1.0,3.7034
JIM2988,1.8169,1.1236,1.0675,356,0,0,24.0,0,AUTONOMOUS,1.0,2.3681
JIN3522,2.5738,1.1775,1.4343,356,0,0,433.0,0,CAREFULL,1.0,4.3866
JIP3170,2.5686,1.1239,1.2707,356,0,0,349.0,0,RISK_TAKER,1.0,3.4605
JIR2594,4.7157,1.7973,0.9664,431,0,0,78.0,0,COMPLIANT,1.0,7.9944
JIR2827,2.0524,1.145,0.882,356,0,0,188.0,0,SOCIAL,1.0,3.0854
JIW2086,1.5975,0.8847,0.789,356,0,0,221.0,0,AUTONOMOUS,1.0,2.1699
JJA1399,2.9493,1.1442,0.7426,356,0,0,103.0,0,RISK_TAKER,1.0,3.6964
JJB0042,4.3811,2.733,1.7281,356,0,0,143.0,0,CAREFULL,1.0,6.505
JJB1598,3.0998,1.1783,1.1168,359,0,0,507.0,0,COMPLIANT,1.0,5.0281
JJB2367,1.7617,0.8043,0.7831,356,0,0,110.0,0,AUTONOMOUS,1.0,2.1017
JJB3398,1.5885,0.8652,0.7579,356,0,0,460.0,0,RISK_TAKER,1.0,2.3897
JJC0116,1.6213,0.7187,0.6714,129,0,0,175.0,0,AUTONOMOUS,1.0,1.7718
JJE1552,1.8531,1.1196,1.0884,356,0,0,12.0,0,RISK_TAKER,1.0,2.4468
JJF1325,2.4378,0.9502,0.8526,356,0,0,480.0,0,SOCIAL,1.0,2.8259
JJH0681,2.599,1.0037,0.6821,358,0,0,213.0,0,COMPLIANT,1.0,3.7544
JJH1389,3.755,1.373,0.812,457,0,0,253.0,0,COMPLIANT,1.0,6.1457
JJH1818,2.048,0.8084,1.2353,356,0,0,319.0,0,SOCIAL,1.0,3.7731
JJH2332,4.2698,2.3783,1.9375,356,0,0,297.0,0,SOCIAL,1.0,8.9037
JJJ1267,2.1807,1.0686,1.2178,356,0,0,249.0,0,SOCIAL,1.0,3.1472
JJL1448,2.7655,1.1389,0.857,356,0,0,52.0,0,SOCIAL,1.0,3.674
JJM2845,1.0774,0.8105,0.8237,356,0,0,68.0,0,CAREFULL,1.0,1.1975
JJM3791,4.2001,1.3285,1.109,356,0,0,502.0,0,AUTONOMOUS,1.0,4.015
JJS2079,2.5444,1.0175,1.4799,356,0,0,14.0,0,COMPLIANT,1.0,3.2063
JJS2973,2.6046,1.196,0.8709,463,0,0,177.0,0,RISK_TAKER,1.0,4.1932
JJS3884,2.064,0.8927,0.7979,356,0,0,487.0,0,CAREFULL,1.0,2.5861
JJY3112,1.8827,0.8355,0.8025,356,0,0,391.0,0,AUTONOMOUS,1.0,2.2917
JKC2754,5.3267,2.482,1.7202,445,0,0,85.0,0,RISK_TAKER,1.0,7.4762
JKC3349,1.1114,0.9464,0.9554,356,0,0,326.0,0,SOCIAL,1.0,1.3746
JKD1115,3.7664,1.4908,1.0975,356,0,0,468.0,0,AUTONOMOUS,1.0,4.8362
JKF1825,1.9335,0.8138,0.9321,356,0,0,321.0,0,CAREFULL,1.0,2.1806
JKG0944,2.6539,1.0958,0.7429,506,0,0,394.0,0,CAREFULL,1.0,3.7917
JKG3329,1.8786,1.0419,0.9319,356,0,0,255.0,0,CAREFULL,1.0,2.9733
JKH3673,2.0995,1.1274,1.0082,356,0,0,405.0,0,COMPLIANT,1.0,2.1799
JKK1422,4.6672,1.8138,1.0706,356,0,0,298.0,0,SOCIAL,1.0,6.1177
JKS2444,4.7693,2.0609,4.2008,183,0,0,191.0,0,AUTONOMOUS,1.0,7.244
JKW0200,2.1984,0.8862,0.7864,356,0,0,77.0,0,CAREFULL,1.0,2.974
JLA0030,2.7158,1.287,2.4604,356,0,0,501.0,0,AUTONOMOUS,1.0,3.9597
JLC0216,5.02,1.8741,1.3689,482,0,0,239.0,0,COMPLIANT,1.0,7.2944
JLF3219,2.2438,0.9155,0.6719,288,0,0,171.0,0,COMPLIANT,1.0,3.2835
JLF3346,1.9803,1.146,1.1316,356,0,0,188.0,0,CAREFULL,1.0,2.3418
JLG2952,2.868,1.3378,1.9745,356,0,0,425.0,0,RISK_TAKER,1.0,4.0045
JLG3764,1.7385,0.949,0.8103,356,0,0,24.0,0,AUTONOMOUS,1.0,3.6241
JLL1204,2.347,1.1551,1.1996,356,0,0,256.0,0,RISK_TAKER,1.0,2.8
JLL1813,1.6767,0.878,1.0259,128,0,0,167.0,0,RISK_TAKER,1.0,1.8734
JLM3150,1.8332,0.8322,0.7816,356,0,0,297.0,0,COMPLIANT,1.0,2.4912
JLM3847,4.1523,1.8104,1.1979,204,0,0,204.0,0,RISK_TAKER,1.0,5.8031
JLR0313,2.9441,1.2595,1.8218,356,0,0,76.0,0,SOCIAL,1.0,3.9334
JLR0632,2.4734,1.108,0.9734,356,0,0,342.0,0,AUTONOMOUS,1.0,3.1155
JLR3930,1.2263,1.0356,1.0209,356,0,0,159.0,0,SOCIAL,1.0,1.3571
JLW2924,1.4892,0.9613,0.9597,356,0,0,353.0,0,AUTONOMOUS,1.0,1.7649
JLW3598,1.9294,0.7754,0.8057,356,0,0,396.0,0,AUTONOMOUS,1.0,2.496
JMB1651,3.1165,1.4053,2.2978,356,0,0,438.0,0,AUTONOMOUS,1.0,5.1495
JMB2246,3.3045,1.6258,2.0876,356,0,0,313.0,0,AUTONOMOUS,1.0,4.3731
JMC2806,1.1067,0.9206,0.9247,356,0,0,272.0,0,AUTONOMOUS,1.0,1.3771
JMC2911,1.6974,1.0655,1.0962,356,0,0,111.0,0,SOCIAL,1.0,1.9089
JME0387,3.7965,1.5363,1.0052,356,0,0,229.0,0,RISK_TAKER,1.0,4.6108
JMF3362,2.5669,1.2792,1.4961,325,0,0,110.0,0,RISK_TAKER,1.0,2.8018
JMG3365,3.6019,1.6419,2.2791,356,0,0,469.0,0,RISK_TAKER,1.0,4.6371
JMG3704,1.9655,0.9056,1.1852,356,0,0,158.0,0,AUTONOMOUS,1.0,2.1985
JMH0617,1.8736,1.1393,1.0317,356,0,0,186.0,0,AUTONOMOUS,1.0,2.7242
JMH1847,4.2538,1.5588,1.4944,356,0,0,88.0,0,CAREFULL,1.0,5.177
JMH2517,1.6524,0.9453,0.7926,356,0,0,259.0,0,AUTONOMOUS,1.0,2.2624
JMM0848,2.3328,1.0048,0.8585,358,0,0,22.0,0,AUTONOMOUS,1.0,2.8522
JMR3367,2.9129,1.2348,1.6388,356,0,0,237.0,0,RISK_TAKER,1.0,3.5504
JMS0149,3.8626,1.6385,2.0644,356,0,0,340.0,0,RISK_TAKER,1.0,4.7264
JMV0602,3.6417,1.5793,0.9432,356,0,0,291.0,0,CAREFULL,1.0,5.2072
JNC2650,2.2787,1.0605,0.8715,356,0,0,347.0,0,CAREFULL,1.0,2.3983
JNG1998,2.6543,0.9877,1.8764,356,0,0,466.0,0,RISK_TAKER,1.0,3.8317
JNM0905,1.521,0.8541,0.8048,356,0,0,17.0,0,COMPLIANT,1.0,1.8598
JNP1240,2.5928,1.2144,1.2984,113,0,0,59.0,0,COMPLIANT,1.0,3.3173
JNR1694,1.8464,1.0052,1.2944,356,0,0,402.0,0,SOCIAL,1.0,2.4926
JNR2260,2.7219,1.2777,2.1245,356,0,0,290.0,0,AUTONOMOUS,1.0,3.9442
JNS3342,2.3478,1.0816,0.8727,356,0,0,82.0,0,AUTONOMOUS,1.0,4.1528
JNW2037,2.7575,1.2821,1.4253,356,0,0,269.0,0,RISK_TAKER,1.0,3.3369
JOA0305,3.1626,2.1192,2.6958,356,0,0,138.0,0,RISK_TAKER,1.0,4.0115
JOB1328,2.0212,0.8941,1.1404,356,0,0,441.0,0,COMPLIANT,1.0,2.6489
JOC3621,2.66,1.2328,1.0079,459,0,0,436.0,0,AUTONOMOUS,1.0,4.0216
JON0788,2.6365,1.1012,1.387,196,0,0,182.0,0,CAREFULL,1.0,3.4566
JOR2627,1.9682,0.9632,0.8037,356,0,0,196.0,0,CAREFULL,1.0,2.7612
JOW0688,1.8283,1.0204,0.9077,356,0,0,151.0,0,COMPLIANT,1.0,2.9136
JPC2507,5.041,2.4122,1.9295,162,0,0,169.0,0,CAREFULL,1.0,6.6753
JPF1296,2.1322,0.9883,0.8652,356,0,0,392.0,0,RISK_TAKER,1.0,2.7897
JPH1129,2.0512,0.9226,0.7579,356,0,0,306.0,0,AUTONOMOUS,1.0,2.1845
JPJ0227,3.2801,1.3875,1.3639,356,0,0,202.0,0,AUTONOMOUS,1.0,6.005
JPS2432,3.9496,2.5535,1.3189,356,0,0,102.0,0,SOCIAL,1.0,6.7638
JQS2908,1.5447,0.8748,0.87,356,0,0,340.0,0,RISK_TAKER,1.0,1.8578
JRA0522,2.0632,0.9468,0.8485,356,0,0,325.0,0,RISK_TAKER,1.0,2.7243
JRB0025,2.2502,1.2804,0.9437,356,0,0,458.0,0,SOCIAL,1.0,2.8125
JRB1080,2.4564,0.7996,0.808,356,0,0,245.0,0,AUTONOMOUS,1.0,2.5985
JRB2741,2.4969,0.9636,0.8367,356,0,0,402.0,0,AUTONOMOUS,1.0,4.0733
JRF3424,2.5825,1.048,0.9948,356,0,0,468.0,0,AUTONOMOUS,1.0,3.4864
JRJ0919,4.1456,1.65,1.7081,335,0,0,278.0,0,CAREFULL,1.0,9.4247
JRK2707,2.4537,0.827,0.8863,356,0,0,290.0,0,RISK_TAKER,1.0,3.7534
JRL2365,1.7326,0.9101,0.8669,356,0,0,133.0,0,RISK_TAKER,1.0,2.0175
JRM0871,1.1293,0.9726,0.961,291,0,0,95.0,0,RISK_TAKER,1.0,1.3026
JRM1303,1.8325,0.7757,0.6259,356,0,0,258.0,0,RISK_TAKER,1.0,1.9781
JRM2358,1.6621,0.8809,0.8334,356,0,0,369.0,0,AUTONOMOUS,1.0,2.2489
JRP0250,2.2002,0.9774,1.0838,356,0,0,21.0,0,AUTONOMOUS,1.0,2.4885
JRR0459,4.8104,2.7306,3.3459,356,0,0,481.0,0,CAREFULL,1.0,6.3435
JRR0769,3.7344,2.9352,2.3651,356,0,0,402.0,0,RISK_TAKER,1.0,4.644
JRR0829,2.2654,0.9227,1.0322,234,0,0,140.0,0,SOCIAL,1.0,2.7959
JRR2745,3.547,1.5047,1.4407,356,0,0,502.0,0,COMPLIANT,1.0,5.7002
JRR3014,3.0501,1.1129,2.2124,356,0,0,426.0,0,AUTONOMOUS,1.0,4.814
JSB0320,1.7954,0.9519,0.8191,356,0,0,7.0,0,COMPLIANT,1.0,3.0142
JSB0783,2.4801,1.1875,0.8651,356,0,0,178.0,0,COMPLIANT,1.0,4.7448
JSB1535,2.1796,0.9057,0.8346,356,0,0,325.0,0,SOCIAL,1.0,2.9665
JSB2942,2.562,1.268,1.0501,356,0,0,53.0,0,RISK_TAKER,1.0,4.4105
JSC3976,2.1868,0.9914,0.8524,132,0,0,126.0,0,AUTONOMOUS,1.0,2.5714
JSG3377,3.2302,1.3595,1.3691,356,0,0,397.0,0,RISK_TAKER,1.0,3.6947
JSH0887,1.8082,0.9095,1.0274,356,0,0,292.0,0,COMPLIANT,1.0,1.8474
JSH1070,1.626,0.8314,1.0623,204,0,0,105.0,0,AUTONOMOUS,1.0,2.2789
JSH1843,3.7735,1.1479,0.7525,368,0,0,456.0,0,AUTONOMOUS,1.0,5.0591
JSH3019,5.4204,2.1073,0.8762,445,0,0,93.0,0,COMPLIANT,1.0,8.0649
JSJ2743,2.7496,0.9054,0.8952,356,0,0,382.0,0,RISK_TAKER,1.0,4.3675
JSM3334,1.7215,1.0078,0.9593,356,0,0,24.0,0,AUTONOMOUS,1.0,2.2462
JSM3633,1.3705,0.841,0.8352,356,0,0,80.0,0,COMPLIANT,1.0,2.072
JSM3931,3.9856,3.0342,2.9472,356,0,0,53.0,0,COMPLIANT,1.0,5.0761
JSN0214,4.0696,2.7932,2.6301,328,0,0,290.0,0,RISK_TAKER,1.0,4.6743
JSN1905,2.1911,0.79,0.7177,356,0,0,504.0,0,AUTONOMOUS,1.0,2.5397
JSO3292,2.4615,1.1718,1.3567,356,0,0,119.0,0,RISK_TAKER,1.0,2.8304
JSR1085,2.2776,0.9255,0.8721,356,0,0,433.0,0,SOCIAL,1.0,3.108
JSR3988,1.4632,0.9844,1.003,356,0,0,276.0,0,SOCIAL,1.0,1.7824
JSW0872,2.5842,1.2277,1.1771,356,0,0,448.0,0,COMPLIANT,1.0,3.5344
JTC0941,1.4741,0.9146,0.8997,356,0,0,14.0,0,SOCIAL,1.0,1.9252
JTH0719,2.4673,1.0767,0.9573,356,0,0,503.0,0,AUTONOMOUS,1.0,2.692
JTJ0597,2.908,1.0283,0.8722,372,0,0,421.0,0,AUTONOMOUS,1.0,3.9227
JTJ3700,4.6061,1.7095,2.8275,360,0,0,45.0,0,CAREFULL,1.0,9.1326
JTM0878,1.3083,1.1377,1.1024,356,0,0,108.0,0,RISK_TAKER,1.0,1.6347
JTN2073,2.5739,1.2332,1.0071,358,0,0,220.0,0,COMPLIANT,1.0,4.1476
JTR3205,2.1804,1.0112,1.0772,356,0,0,41.0,0,AUTONOMOUS,1.0,2.9593
JTS2090,2.5583,1.062,0.9529,356,0,0,264.0,0,RISK_TAKER,1.0,2.7254
JTV1040,2.497,1.024,0.8066,356,0,0,269.0,0,CAREFULL,1.0,3.514
JTV2654,2.3668,1.2217,1.2659,356,0,0,84.0,0,RISK_TAKER,1.0,3.1764
JUG0498,1.7124,0.931,0.813,30,0,0,18.0,0,AUTONOMOUS,1.0,1.9251
JUH3378,2.3946,0.8977,0.7363,356,0,0,88.0,0,AUTONOMOUS,1.0,2.5124
JUL1835,2.5636,1.0657,0.7352,356,0,0,424.0,0,SOCIAL,1.0,3.6605
JUM0102,1.2412,0.8616,0.8537,356,0,0,342.0,0,CAREFULL,1.0,1.2936
JVB3184,2.257,1.1839,1.2597,191,0,0,269.0,0,AUTONOMOUS,1.0,3.3904
JVC2443,3.2574,2.4263,2.9997,135,0,0,147.0,0,SOCIAL,1.0,4.9516
JVS2308,3.7738,1.4762,1.0974,356,0,0,88.0,0,CAREFULL,1.0,6.1824
JVZ3437,2.2567,1.3184,1.2628,356,0,0,45.0,0,RISK_TAKER,1.0,3.4
JWB1519,1.9022,1.1462,1.1372,356,0,0,161.0,0,RISK_TAKER,1.0,2.3907
JWM0484,3.5634,1.3446,1.5662,384,0,0,37.0,0,COMPLIANT,1.0,5.0819
JWW2765,1.4245,0.973,1.2169,356,0,0,404.0,0,RISK_TAKER,1.0,1.6336
JXP3801,1.5844,0.9232,0.8574,356,0,0,39.0,0,RISK_TAKER,1.0,2.3368
JYB0262,3.3508,1.3277,1.3228,363,0,0,353.0,0,SOCIAL,1.0,4.4002
JYM3047,4.3824,2.3196,3.0974,356,0,0,508.0,0,AUTONOMOUS,1.0,6.6732
JYW1965,2.7858,1.3374,1.1471,356,0,0,469.0,0,AUTONOMOUS,1.0,4.5924
JZE2902,5.6839,2.2021,2.9851,212,2,0,127.0,0,SOCIAL,1.0,7.9905
JZM1335,2.6612,1.4505,1.4116,356,0,0,341.0,0,RISK_TAKER,1.0,2.965
JZM1351,1.7634,0.8564,1.1034,356,0,0,39.0,0,AUTONOMOUS,1.0,2.1428
KAA2150,2.0929,1.0637,0.9109,356,0,0,151.0,0,AUTONOMOUS,1.0,3.3246
KAA2259,2.4753,1.2802,1.2842,356,0,0,67.0,0,AUTONOMOUS,1.0,3.3057
KAB1420,1.8996,0.8688,0.685,356,0,0,5.0,0,CAREFULL,1.0,5.2292
KAC0579,2.9465,0.9639,0.7317,356,0,0,223.0,0,COMPLIANT,1.0,3.6011
KAC1774,6.01,3.8113,1.799,356,6,0,349.0,0,COMPLIANT,1.0,9.0635
KAC2449,2.7875,1.2218,1.1253,356,0,0,399.0,0,RISK_TAKER,1.0,3.3594
KAD0884,1.7384,0.9625,0.8831,356,0,0,283.0,0,RISK_TAKER,1.0,2.3723
KAG0689,4.6107,1.6299,1.4827,410,0,0,414.0,0,RISK_TAKER,1.0,6.1724
KAG2599,3.5384,1.881,2.0923,356,0,0,405.0,0,AUTONOMOUS,1.0,4.0959
KAH1820,3.3165,1.0597,0.6723,356,0,0,255.0,0,AUTONOMOUS,1.0,5.6602
KAH2398,1.5166,1.0021,1.015,356,0,0,348.0,0,CAREFULL,1.0,1.5938
KAH2460,2.1957,0.914,0.8121,356,0,0,466.0,0,RISK_TAKER,1.0,3.2185
KAH3247,3.0408,0.9222,0.9692,356,0,0,455.0,0,CAREFULL,1.0,3.445
KAL1210,1.7723,0.8795,0.7577,356,0,0,27.0,0,AUTONOMOUS,1.0,1.976
KAM0005,3.7387,1.7827,1.8724,356,0,0,500.0,0,AUTONOMOUS,1.0,6.0777
KAP0844,1.3205,0.8714,0.7957,356,0,0,94.0,0,AUTONOMOUS,1.0,1.8193
KAP2430,3.6034,2.3007,1.1127,356,0,0,35.0,0,AUTONOMOUS,1.0,5.7035
KAS2029,3.8243,1.2949,0.6335,479,0,0,183.0,0,CAREFULL,1.0,5.8366
KAV2926,2.3253,0.8733,0.7828,360,0,0,78.0,0,AUTONOMOUS,1.0,2.8112
KAW3589,2.5417,0.9498,1.1774,356,0,0,104.0,0,COMPLIANT,1.0,2.6276
KBA1020,1.5498,0.8877,0.8249,356,0,0,33.0,0,COMPLIANT,1.0,2.0951
KBB0460,4.1825,2.8492,3.0125,356,0,0,321.0,0,SOCIAL,1.0,8.317
KBB0890,1.9837,1.2503,1.1628,356,0,0,60.0,0,COMPLIANT,1.0,2.5916
KBC0578,1.8499,1.0039,1.6521,356,0,0,403.0,0,RISK_TAKER,1.0,2.2742
KBC1485,3.4201,1.6959,1.7693,125,0,0,94.0,0,COMPLIANT,1.0,4.6865
KBF2661,1.7182,0.8764,0.8618,356,0,0,129.0,0,AUTONOMOUS,1.0,2.241
KBG1117,3.8033,1.6298,0.7933,485,0,0,72.0,0,COMPLIANT,1.0,5.3841
KBG2061,3.5904,1.3923,1.0824,356,0,0,300.0,0,RISK_TAKER,1.0,5.2311
KBH3913,2.2354,1.084,1.3554,356,0,0,269.0,0,COMPLIANT,1.0,3.0326
KBK3593,1.7866,0.7755,0.7267,356,0,0,396.0,0,AUTONOMOUS,1.0,2.2828
KBM3460,2.8276,1.3618,1.1789,356,0,0,160.0,0,CAREFULL,1.0,3.5002
KBM3734,6.281,3.3104,1.4244,364,8,0,460.0,0,COMPLIANT,1.0,9.5131
KBO2485,1.8024,0.9819,1.1491,356,0,0,278.0,0,RISK_TAKER,1.0,2.1057
KBO2708,1.7346,0.9198,1.0451,356,0,0,461.0,0,AUTONOMOUS,1.0,2.009
KBP0384,5.3466,2.4045,1.8292,435,0,0,191.0,0,COMPLIANT,1.0,8.5487
KBP0899,6.3983,1.954,0.9555,390,2,0,331.0,0,COMPLIANT,1.0,10.0376
KBP2753,2.3675,1.0144,1.3878,356,0,0,223.0,0,RISK_TAKER,1.0,2.5103
KBV1602,2.743,1.054,1.0685,356,0,0,13.0,0,AUTONOMOUS,1.0,3.6967
KBW1629,1.5082,0.8321,0.8059,356,0,0,236.0,0,COMPLIANT,1.0,1.802
KCB1975,2.7399,1.418,1.2063,356,0,0,453.0,0,SOCIAL,1.0,3.6345
KCC2434,4.6282,2.8741,1.636,356,0,0,221.0,0,RISK_TAKER,1.0,6.413
KCC3658,1.2947,0.8558,0.8499,356,0,0,332.0,0,RISK_TAKER,1.0,1.6931
KCD0181,1.8406,0.9747,0.8725,356,0,0,490.0,0,RISK_TAKER,1.0,2.098
KCF0450,3.0222,1.6026,1.2743,356,0,0,279.0,0,COMPLIANT,1.0,5.872
KCG0979,3.0692,1.8091,2.1191,356,0,0,24.0,0,AUTONOMOUS,1.0,4.9786
KCH2475,3.2615,1.1286,2.0777,438,0,0,387.0,0,RISK_TAKER,1.0,4.7539
KCH3095,2.7845,1.3718,0.9133,356,0,0,300.0,0,SOCIAL,1.0,3.367
KCH3224,2.0462,0.855,0.5907,356,0,0,27.0,0,RISK_TAKER,1.0,2.5696
KCL2310,3.5067,1.2911,1.3028,406,0,0,471.0,0,RISK_TAKER,1.0,4.7869
KCM0806,2.3522,0.8713,0.941,356,0,0,102.0,0,AUTONOMOUS,1.0,2.7702
KCM1858,2.423,1.1192,0.9921,366,0,0,106.0,0,RISK_TAKER,1.0,3.1653
KCM1893,1.9798,0.8546,0.8495,356,0,0,126.0,0,CAREFULL,1.0,2.3231
KCM2495,2.6529,0.9925,0.7589,356,0,0,474.0,0,AUTONOMOUS,1.0,3.2795
KCM3235,4.1613,2.0467,1.6375,356,0,0,507.0,0,COMPLIANT,1.0,6.3581
KCO0269,2.5119,0.8875,0.5942,356,0,0,510.0,0,CAREFULL,1.0,4.0163
KCO0287,2.5003,1.2532,1.1243,356,0,0,213.0,0,CAREFULL,1.0,6.2614
